Regulatory Document,Regulation number,file_name,Topic represented by edges in graph
Prohibition of Insider Trading,regulation  4(1),f50f4e6d526f23831f43ed7cf4b38cbe.docx,"['twocil', 'india', 'board', 'exchange', 'listing']"
Prohibition of Insider Trading,regulation  5),f50f4e6d526f23831f43ed7cf4b38cbe.docx,"['twocil', 'india', 'board', 'exchange', 'listing']"
Prohibition of Insider Trading,regulation  5(1),f50f4e6d526f23831f43ed7cf4b38cbe.docx,"['twocil', 'pursuance', 'plan', 'provisions', 'board']"
Prohibition of Insider Trading,regulation  5(2),f50f4e6d526f23831f43ed7cf4b38cbe.docx,"['plan', 'trades', 'number', 'value', 'alia']"
Prohibition of Insider Trading,regulation  5(4),f50f4e6d526f23831f43ed7cf4b38cbe.docx,"['plan', 'aforesaid', 'shares', 'submissions', 'department']"
Substantial Acquisition of Shares and Takeovers,regulation  29),f62b1426607f208ef4332a48c1cbae5c.docx,"['shares', 'pledge', 'acquisition', 'guidance', 'banks']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),f62b1426607f208ef4332a48c1cbae5c.docx,"['pledgee', 'bank', 'shares', 'pledge', 'scheduled']"
Substantial Acquisition of Shares and Takeovers,regulation  3),f62b1426607f208ef4332a48c1cbae5c.docx,"['pledgee', 'bank', 'shares', 'pledge', 'scheduled']"
Substantial Acquisition of Shares and Takeovers,regulation  4),f62b1426607f208ef4332a48c1cbae5c.docx,"['pledgee', 'bank', 'shares', 'pledge', 'scheduled']"
Substantial Acquisition of Shares and Takeovers,regulation  2(q),f62b1426607f208ef4332a48c1cbae5c.docx,"['acquisition', 'guidance', 'services', 'activities', 'relation']"
Substantial Acquisition of Shares and Takeovers,"regulation 
10(1)",f62b1426607f208ef4332a48c1cbae5c.docx,"['acquisition', 'guidance', 'way', 'letter', 'disclosure']"
Issue of Capital and Disclosure Requirements,"regulation ,2009(hereinafterreferredtoas"")",f76c886b9f5638bea4236e502ed98d60.docx,"['hereinafter', 'dvi', 'company', 'provisions', 'accordance']"
Issue of Capital and Disclosure Requirements,regulation  78(2),f76c886b9f5638bea4236e502ed98d60.docx,"['ccds', 'date', 'allotment', 'lock', 'period']"
Issue of Capital and Disclosure Requirements,regulation  78(6),f76c886b9f5638bea4236e502ed98d60.docx,"['date', 'allotment', 'ccds', 'lock', 'period']"
Prohibition of Insider Trading,"regulation ,2015)",f9a38c371a25569b4fbe93eef30dd94d.docx,"['board', 'compliance', 'guidance', 'query', 'respect']"
Prohibition of Insider Trading,"regulation ,1992)",f9a38c371a25569b4fbe93eef30dd94d.docx,"['board', 'compliance', 'query', 'respect', 'directors']"
Prohibition of Insider Trading,regulation  2(1),f9a38c371a25569b4fbe93eef30dd94d.docx,"['board', 'compliance', 'officer', 'query', 'directors']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),f96ba2c99375ab66b5c62709d8f5d42e.docx,"['provisions', 'shares', 'sale', 'arora', 'rhpl']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011)",f96ba2c99375ab66b5c62709d8f5d42e.docx,"['provisions', 'shares', 'sale', 'arora', 'rhpl']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011)",fa54485aa17358e043fcce3839f73a81.docx,"['letter', 'scheme', 'guidance', 'acquisition', 'clarification']"
Substantial Acquisition of Shares and Takeovers,regulation  3),fa54485aa17358e043fcce3839f73a81.docx,"['rbh', 'respect', 'shareholding', 'acquisition', 'consolidation']"
Substantial Acquisition of Shares and Takeovers,regulation  10(1),fa54485aa17358e043fcce3839f73a81.docx,"['respect', 'shareholding', 'conditions', 'acquisition', 'consolidation']"
Substantial Acquisition of Shares and Takeovers,regulation  3(1),fa54485aa17358e043fcce3839f73a81.docx,"['acquisition', 'requirements', 'shareholding', 'offer', 'pattern']"
Substantial Acquisition of Shares and Takeovers,regulation  3(3),fa54485aa17358e043fcce3839f73a81.docx,"['acquisition', 'requirements', 'shareholding', 'offer', 'pattern']"
Substantial Acquisition of Shares and Takeovers,regulation  10(5),fa54485aa17358e043fcce3839f73a81.docx,"['promoters', 'terms', 'page', 'transaction', 'pattern']"
Substantial Acquisition of Shares and Takeovers,regulation  10(7),fa54485aa17358e043fcce3839f73a81.docx,"['respect', 'board', 'india', 'acquisition', 'limit']"
Substantial Acquisition of Shares and Takeovers,regulation  10(2),fb6b4e7d771bdb690faeba96298b99b8.docx,"['scheme', 'acquisition', 'target', 'loan', 'equity']"
Listing Obligations and Disclosure Requirements,"regulation ,2018)",fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['shares', 'respect', 'letter', 'stock', 'issue']"
Listing Obligations and Disclosure Requirements,"regulation ,2015)",fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['exchange', 'stock', 'definition', 'listed', 'companies']"
Issue of Capital and Disclosure Requirements,regulation  2(1),fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['issuer', 'issue', 'exchange', 'legislation', 'queries']"
Issue of Capital and Disclosure Requirements,"regulation ,2018()",fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['exchange', 'issue', 'issuer', 'letter', 'stock']"
Issue of Capital and Disclosure Requirements,"regulation ,2018)",fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['issuer', 'issue', 'company', 'exchange', 'stock']"
Issue of Capital and Disclosure Requirements,regulation  3),fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['exchange', 'issue', 'issuer', 'specifies', 'stock']"
Substantial Acquisition of Shares and Takeovers,regulation  2015),fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['stock', 'exchange', 'companies', 'issue', 'provisions']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2015)",fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['reference', 'exchange', 'respect', 'issuer', 'letter']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2011()",fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['reference', 'exchange', 'issuer', 'stock', 'shares']"
Substantial Acquisition of Shares and Takeovers,regulation  9),fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['board', 'issue', 'size', 'crore', 'substantial']"
Substantial Acquisition of Shares and Takeovers,"regulation ,2018)",fbfd5e4c0f1073aa5f2c968978b3bc54.docx,"['respect', 'letter', 'circulars', 'question', 'views']"
Substantial Acquisition of Shares and Takeovers,"regulation ,1997(sincerepealedandsubstitutedby""securitiesandexchangeboardofindia(substantialacquisitionofshares&)",fced3a1122afa43b76831a7e25e62182.docx,"['shares', 'issue', 'exchange', 'takeovers', 'letters']"
Substantial Acquisition of Shares and Takeovers,"regulation ,1997)",fced3a1122afa43b76831a7e25e62182.docx,"['respect', 'requirements', 'debenture', 'board', 'issue']"
Issue of Capital and Disclosure Requirements,"regulation ,1997(sincerepealedandsubstitutedby""securitiesandexchangeboardofindia(substantialacquisitionofshares&takeovers)",fced3a1122afa43b76831a7e25e62182.docx,"['shares', 'issue', 'exchange', 'takeovers', 'letters']"
Issue of Capital and Disclosure Requirements,"regulation ,2011)",fced3a1122afa43b76831a7e25e62182.docx,"['shares', 'issue', 'exchange', 'takeovers', 'letters']"
Issue of Capital and Disclosure Requirements,"regulation ,2009)",fced3a1122afa43b76831a7e25e62182.docx,"['issue', 'requirements', 'capital', 'regard', 'query']"
Issue of Capital and Disclosure Requirements,regulation  39),fced3a1122afa43b76831a7e25e62182.docx,"['issue', 'requirements', 'capital', 'regard', 'query']"
